,Unnamed: 0,X1,N_REMESSA,REGIAO,UF-MINICIPIO,AREA_ha,R$ ADICIONAL,R$ SINISTRO,R$_RISCO,N_SICOR,N_SICOR_VARIEDADE,TP_CULTURA,ZARC,CESTA_PROD,MESINI_PLANTIO,ANOINI_PLANTIO,MESFIM_PLANTIO,ANOFIM_PLANTIO,MESINI_COLHEITA,ANOINI_COLHEITA,MESFIM_COLHEITA,ANOFIM_COLHEITA,N_EVENTO,MESINI_EVENTO,ANOINI_EVENTO,MESFIM_EVENTO,ANOFIM_EVENTO,MESCOP,ANOCOP,Z,Latitude,Longitude
1376,1377,458,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,11.0,401.98,11613.94,20099.2,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.5778309584461071,-28.12,-54.88
1377,1378,500,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,5.1,224.2,10638.27,11209.8,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.9490151474602581,-28.12,-54.88
1378,1379,505,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,5.0,229.43,10457.43,11471.25,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.911620791108205,-28.12,-54.88
1379,1380,554,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,6.0,212.6,9403.49,10630.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.8846180620884291,-28.12,-54.88
1380,1381,605,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,4.0,191.51,8752.19,9576.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,11,2014,12,2014,0.9139713868003342,-28.12,-54.88
1381,1382,608,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,6.8,255.25,8692.85,12762.37,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.6811313259214389,-28.12,-54.88
1382,1383,621,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,7.0,284.09,8527.35,14204.4,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.6003315873954549,-28.12,-54.88
1383,1384,642,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,5.0,219.8,8170.41,10990.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,VENTO FORTE,12,2014,1,2015,1,2015,0.743440400363967,-28.12,-54.88
1384,1385,649,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,5.0,234.93,8128.53,11746.25,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,1,2015,SECA,11,2014,11,2014,1,2015,0.692010641694158,-28.12,-54.88
1385,1386,665,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,4.0,168.0,7966.15,8400.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.94835119047619,-28.12,-54.88
1386,1387,697,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,5.0,183.32,7515.42,9166.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.8199236308095129,-28.12,-54.88
1387,1388,730,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,4.0,167.65,7072.99,8382.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.8437804950790341,-28.12,-54.88
1388,1389,744,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,4.0,183.96,6876.59,9198.28,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.747595202581352,-28.12,-54.88
1389,1390,846,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,4.0,157.68,5813.34,7884.1,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,VENTO FORTE,12,2014,1,2015,1,2015,0.73734985603937,-28.12,-54.88
1390,1391,929,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,3.0,130.91,5088.57,6545.7,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,1,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.7773912644942479,-28.12,-54.88
1391,1392,953,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,6.0,207.84,4869.21,10392.24,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,12,2014,12,2014,1,2015,0.46854287429851504,-28.12,-54.88
1392,1393,1000,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,3.0,121.72,4527.32,6086.43,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,1,2015,SECA,11,2014,11,2014,12,2014,0.7438383420165842,-28.12,-54.88
1393,1394,1054,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,3.3,103.75,4217.37,5187.25,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.8130261699358999,-28.12,-54.88
1394,1395,1128,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,3.0,104.16,3782.24,5207.91,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.726249109527622,-28.12,-54.88
1395,1396,1137,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,2.0,82.32,3764.84,4116.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.914684159378037,-28.12,-54.88
1396,1397,1192,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,2.0,80.65,3429.55,4032.53,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.8504710442327769,-28.12,-54.88
1397,1398,1271,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,2.5,77.81,2975.39,3890.25,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.7648325943062779,-28.12,-54.88
1398,1399,1283,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,2.0,69.14,2866.97,3456.93,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,12,2014,12,2014,1,2015,0.829339905638818,-28.12,-54.88
1399,1400,1294,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,2.0,85.19,2821.69,4259.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,9,2014,1,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.662446296513675,-28.12,-54.88
1400,1401,1323,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,3.0,104.16,2620.71,5207.91,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.5032172214957629,-28.12,-54.88
1401,1402,1417,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,2.0,69.28,1994.95,3464.08,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,SECA,11,2014,12,2014,2,2015,0.575896053208933,-28.12,-54.88
1402,1403,1472,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,2.0,93.97,1600.29,4698.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,12,2014,12,2014,SECA,11,2014,11,2014,12,2014,0.340595934872832,-28.12,-54.88
1403,1404,1515,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,7.0,177.73,1219.0,8886.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,12,2014,1,2015,SECA,11,2014,12,2014,12,2014,0.13717436561075802,-28.12,-54.88
1404,1405,1668,PROAGRO_MAIS,SUL,SAO PEDRO DO BUTIA,3.0,76.17,125.0,3808.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,SECA,11,2014,12,2014,1,2015,0.0328213207299462,-28.12,-54.88
1405,1406,142,PROAGRO_MAIS,SUL,SAO PEDRO DO SUL,7.0,307.27,26017.11,30726.89,ARROZ,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Irrigadas,11,2014,11,2014,4,2015,4,2015,CHUVA EXCESSIVA,1,2015,1,2015,2,2015,0.846721226912323,-29.62,-54.17
1406,1407,394,PROAGRO_MAIS,SUL,SAO PEDRO DO SUL,4.7,139.14,13313.05,13913.63,ARROZ,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Irrigadas,11,2014,11,2014,3,2015,4,2015,CHUVA EXCESSIVA,1,2015,1,2015,2,2015,0.9568351321689591,-29.62,-54.17
1407,1408,518,PROAGRO_MAIS,SUL,SAO PEDRO DO SUL,14.2,387.07,10181.75,38706.75,ARROZ,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Irrigadas,12,2014,12,2014,4,2015,4,2015,CHUVA EXCESSIVA,12,2014,12,2014,1,2015,0.263048434704541,-29.62,-54.17
1408,1409,1144,PROAGRO_MAIS,SUL,SAO PEDRO DO SUL,5.0,100.0,3729.83,5000.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,11,2014,11,2014,4,2015,4,2015,CHUVA EXCESSIVA,12,2014,12,2014,1,2015,0.745966,-29.62,-54.17
1409,1410,26,PROAGRO_MAIS,SUL,SAO VALERIO DO SUL,38.0,1411.38,46929.57,70568.79,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,7,2014,10,2014,3,2015,4,2015,SECA,10,2014,11,2014,1,2015,0.665018771045954,-27.78,-53.93
1410,1411,224,PROAGRO_MAIS,SUL,SAO VALERIO DO SUL,10.0,607.99,19724.44,30399.7,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,1,2015,0.648836666151311,-27.78,-53.93
1411,1412,385,PROAGRO_MAIS,SUL,SAO VALERIO DO SUL,15.0,458.18,13528.0,22908.86,TRIGO,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Safra de Inverno (3? Safra),7,2014,8,2014,11,2014,11,2014,CHUVA EXCESSIVA,9,2014,10,2014,11,2014,0.5905138885130029,-27.78,-53.93
1412,1413,46,PROAGRO_MAIS,SUL,SARANDI,40.0,1070.89,40047.59,53544.74,TRIGO,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Safra de Inverno (3? Safra),6,2014,6,2014,10,2014,11,2014,CHUVA EXCESSIVA,9,2014,9,2014,10,2014,0.7479276209016981,-27.94,-52.92
1413,1414,121,PROAGRO_MAIS,SUL,SARANDI,15.38,600.64,28042.53,30032.0,TRIGO,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Safra de Inverno (3? Safra),6,2014,6,2014,11,2014,11,2014,CHUVA EXCESSIVA,9,2014,9,2014,11,2014,0.9337549946723491,-27.94,-52.92
1414,1415,136,PROAGRO_MAIS,SUL,SARANDI,20.0,602.54,26508.52,30127.0,TRIGO,N?O SE APLICA,DEMAIS CULTURAS,ZARC,Safra de Inverno (3? Safra),6,2014,6,2014,11,2014,11,2014,CHUVA EXCESSIVA,9,2014,9,2014,10,2014,0.879892455272679,-27.94,-52.92
1415,1416,176,PROAGRO_MAIS,SUL,SARANDI,10.0,666.7,22620.34,33335.2,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.6785721999568031,-27.94,-52.92
1416,1417,495,PROAGRO_MAIS,SUL,SARANDI,4.0,232.53,10679.43,11626.58,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,11,2014,11,2014,4,2015,4,2015,VENTO FORTE,4,2015,4,2015,4,2015,0.9185358033058729,-27.94,-52.92
1417,1418,576,PROAGRO_MAIS,SUL,SARANDI,5.0,282.01,9115.68,14100.19,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,2,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.6464934160461671,-27.94,-52.92
1418,1419,41,PROAGRO_MAIS,SUL,SEBERI,28.0,1176.0,41947.64,58800.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,VENTO FORTE,12,2014,1,2015,1,2015,0.7133952380952379,-27.47,-53.4
1419,1420,52,PROAGRO_MAIS,SUL,SEBERI,28.5,1214.44,38775.86,60722.22,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.638577772683542,-27.47,-53.4
1420,1421,200,PROAGRO_MAIS,SUL,SEBERI,23.0,991.0,21266.44,49550.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.429191523713421,-27.47,-53.4
1421,1422,218,PROAGRO_MAIS,SUL,SEBERI,30.0,1342.17,20361.21,67108.38,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,VENTO FORTE,12,2014,1,2015,1,2015,0.30340786053843,-27.47,-53.4
1422,1423,251,PROAGRO_MAIS,SUL,SEBERI,10.0,503.78,18902.56,25189.05,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,VENTO FORTE,2,2015,2,2015,2,2015,0.750427665989785,-27.47,-53.4
1423,1424,290,PROAGRO_MAIS,SUL,SEBERI,50.0,2000.0,17243.94,100000.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,VENTO FORTE,2,2015,2,2015,2,2015,0.1724394,-27.47,-53.4
1424,1425,321,PROAGRO_MAIS,SUL,SEBERI,9.0,460.53,15889.14,23026.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,3,2015,VENTO FORTE,1,2015,1,2015,2,2015,0.6900371311315219,-27.47,-53.4
1425,1426,355,PROAGRO_MAIS,SUL,SEBERI,10.0,409.57,14868.04,20478.15,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,11,2014,1,2015,0.72604410066339,-27.47,-53.4
1426,1427,431,PROAGRO_MAIS,SUL,SEBERI,7.0,331.08,12281.84,16553.73,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.741937919731686,-27.47,-53.4
1427,1428,463,PROAGRO_MAIS,SUL,SEBERI,12.0,478.8,11496.0,23940.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,2,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.48020050125313296,-27.47,-53.4
1428,1429,610,PROAGRO_MAIS,SUL,SEBERI,7.0,286.22,8668.53,14311.04,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,2,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.605723273780242,-27.47,-53.4
1429,1430,660,PROAGRO_MAIS,SUL,SEBERI,8.0,298.4,8022.49,14919.96,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.537701843704675,-27.47,-53.4
1430,1431,748,PROAGRO_MAIS,SUL,SEBERI,5.0,233.04,6835.27,11652.04,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,1,2015,0.5866157342405279,-27.47,-53.4
1431,1432,926,PROAGRO_MAIS,SUL,SEBERI,5.0,246.06,5109.34,12303.03,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,VENTO FORTE,12,2014,1,2015,1,2015,0.4152911924948571,-27.47,-53.4
1432,1433,931,PROAGRO_MAIS,SUL,SEBERI,3.95,119.45,5047.73,5972.66,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,4,2015,4,2015,CHUVA EXCESSIVA,11,2014,1,2015,4,2015,0.845139351645665,-27.47,-53.4
1433,1434,955,PROAGRO_MAIS,SUL,SEBERI,3.0,123.6,4836.12,6180.2,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.7825183651014531,-27.47,-53.4
1434,1435,984,PROAGRO_MAIS,SUL,SEBERI,4.0,117.34,4612.47,5866.59,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,2,2015,3,2015,GRANIZO,1,2015,1,2015,1,2015,0.7862267518268711,-27.47,-53.4
1435,1436,1016,PROAGRO_MAIS,SUL,SEBERI,4.0,120.97,4423.57,6048.27,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,10,2014,2,2015,2,2015,CHUVA EXCESSIVA,1,2015,1,2015,1,2015,0.731377732806241,-27.47,-53.4
1436,1437,1053,PROAGRO_MAIS,SUL,SEBERI,4.0,149.39,4222.33,7469.66,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,3,2015,SECA,11,2014,12,2014,2,2015,0.565264014694109,-27.47,-53.4
1437,1438,1109,PROAGRO_MAIS,SUL,SEBERI,3.0,122.86,3887.57,6143.44,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,1,2015,1,2015,5,2015,5,2015,SECA,3,2015,3,2015,4,2015,0.632800190121495,-27.47,-53.4
1438,1439,1260,PROAGRO_MAIS,SUL,SEBERI,4.0,100.8,3043.47,5040.24,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,1,2015,1,2015,GRANIZO,1,2015,1,2015,1,2015,0.603834341221847,-27.47,-53.4
1439,1440,1371,PROAGRO_MAIS,SUL,SEBERI,10.0,500.0,2294.06,25000.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,CHUVA EXCESSIVA,9,2014,9,2014,10,2014,0.0917624,-27.47,-53.4
1440,1441,1372,PROAGRO_MAIS,SUL,SEBERI,3.0,87.86,2277.72,4392.92,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,4,2015,4,2015,CHUVA EXCESSIVA,1,2015,2,2015,3,2015,0.518497946696047,-27.47,-53.4
1441,1442,1390,PROAGRO_MAIS,SUL,SEBERI,3.0,113.4,2183.4,5670.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,2,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.385079365079365,-27.47,-53.4
1442,1443,1404,PROAGRO_MAIS,SUL,SEBERI,2.0,58.66,2118.23,2933.29,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,2,2015,2,2015,CHUVA EXCESSIVA,1,2015,1,2015,1,2015,0.722134531532852,-27.47,-53.4
1443,1444,1475,PROAGRO_MAIS,SUL,SEBERI,2.0,79.8,1575.55,3990.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.39487468671679204,-27.47,-53.4
1444,1445,1559,PROAGRO_MAIS,SUL,SEBERI,4.0,120.97,537.04,6048.27,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,2,2015,SECA,11,2014,11,2014,2,2015,0.0887923323528877,-27.47,-53.4
1445,1446,1591,PROAGRO_MAIS,SUL,SEBERI,12.0,468.37,355.2,23418.51,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,11,2014,1,2015,0.0151674893065357,-27.47,-53.4
1446,1447,1634,PROAGRO_MAIS,SUL,SEBERI,2.0,58.66,230.38,2933.29,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,10,2014,10,2014,2,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.0785397966106317,-27.47,-53.4
1447,1448,205,PROAGRO_MAIS,SUL,SEDE NOVA,7.0,501.95,20941.43,25097.11,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,5,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.834415994510922,-27.63,-53.94
1448,1449,1150,PROAGRO_MAIS,SUL,SEGREDO,4.0,137.52,3676.53,6876.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,12,2014,1,2015,5,2015,5,2015,SECA,1,2015,3,2015,4,2015,0.534690226876091,-29.26,-53.01
1449,1450,1424,PROAGRO_MAIS,SUL,SEGREDO,4.0,106.96,1970.96,5348.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,12,2014,1,2015,5,2015,5,2015,SECA,2,2015,3,2015,4,2015,0.36854151084517606,-29.26,-53.01
1450,1451,1489,PROAGRO_MAIS,SUL,SEGREDO,7.0,161.9,1462.21,8095.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,12,2014,1,2015,5,2015,5,2015,SECA,1,2015,3,2015,4,2015,0.18063125386040804,-29.26,-53.01
1451,1452,1544,PROAGRO_MAIS,SUL,SEGREDO,4.0,106.96,750.78,5348.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,11,2014,1,2015,5,2015,5,2015,SECA,1,2015,3,2015,5,2015,0.140385190725505,-29.26,-53.01
1452,1453,337,PROAGRO_MAIS,SUL,SELBACH,8.0,468.16,15375.92,23408.21,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.65686013582414,-28.62,-52.95
1453,1454,396,PROAGRO_MAIS,SUL,SELBACH,8.0,468.16,13167.18,23408.21,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.562502643303354,-28.62,-52.95
1454,1455,594,PROAGRO_MAIS,SUL,SELBACH,4.0,214.66,8865.24,10733.1,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.8259719931799759,-28.62,-52.95
1455,1456,719,PROAGRO_MAIS,SUL,SELBACH,3.0,175.56,7220.61,8778.08,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.8225728177460221,-28.62,-52.95
1456,1457,767,PROAGRO_MAIS,SUL,SELBACH,3.2,187.27,6661.8,9363.29,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.7114806868098709,-28.62,-52.95
1457,1458,806,PROAGRO_MAIS,SUL,SELBACH,4.0,234.08,6204.99,11704.1,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.530155244743295,-28.62,-52.95
1458,1459,865,PROAGRO_MAIS,SUL,SELBACH,4.0,195.16,5606.67,9758.0,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.574571633531461,-28.62,-52.95
1459,1460,1042,PROAGRO_MAIS,SUL,SELBACH,3.5,120.28,4289.87,6013.83,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.713334098236897,-28.62,-52.95
1460,1461,1059,PROAGRO_MAIS,SUL,SELBACH,3.6,210.68,4203.8,10533.7,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,SECA,11,2014,12,2014,12,2014,0.39908104464717997,-28.62,-52.95
1461,1462,1092,PROAGRO_MAIS,SUL,SELBACH,3.0,175.56,3988.48,8778.08,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.454368153400288,-28.62,-52.95
1462,1463,1120,PROAGRO_MAIS,SUL,SELBACH,2.5,128.1,3836.38,6405.05,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.598961756738823,-28.62,-52.95
1463,1464,1133,PROAGRO_MAIS,SUL,SELBACH,2.5,128.1,3774.19,6405.05,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.5892522306617429,-28.62,-52.95
1464,1465,1239,PROAGRO_MAIS,SUL,SELBACH,2.0,102.48,3148.29,5124.04,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.6144155783327221,-28.62,-52.95
1465,1466,1486,PROAGRO_MAIS,SUL,SELBACH,5.0,243.95,1509.93,12197.5,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.12379012092641901,-28.62,-52.95
1466,1467,1585,PROAGRO_MAIS,SUL,SELBACH,9.2,493.72,355.56,24686.13,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,1,2015,SECA,11,2014,12,2014,12,2014,0.0144032296678337,-28.62,-52.95
1467,1468,168,PROAGRO_MAIS,SUL,SENADOR SALGADO FILHO,15.0,673.97,22935.08,33698.69,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,8,2014,8,2014,1,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.680592628378136,-28.03,-54.54
1468,1469,258,PROAGRO_MAIS,SUL,SENADOR SALGADO FILHO,16.0,652.0,18498.55,32599.83,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,2,2015,2,2015,VENTO FORTE,1,2015,1,2015,1,2015,0.567443143108415,-28.03,-54.54
1469,1470,583,PROAGRO_MAIS,SUL,SENADOR SALGADO FILHO,7.0,284.86,9007.62,14243.11,MILHO,VERDE,OLERICULTURA,ZARC,Irrigadas,9,2014,9,2014,1,2015,1,2015,SECA,11,2014,12,2014,1,2015,0.6324194645691851,-28.03,-54.54
