"","X1","N_REMESSA","REGIAO","UF-MINICIPIO","AREA_ha","R$ ADICIONAL","R$ SINISTRO","R$_RISCO","N_SICOR","N_SICOR_VARIEDADE","TP_CULTURA","ZARC","CESTA_PROD","MESINI_PLANTIO","ANOINI_PLANTIO","MESFIM_PLANTIO","ANOFIM_PLANTIO","MESINI_COLHEITA","ANOINI_COLHEITA","MESFIM_COLHEITA","ANOFIM_COLHEITA","N_EVENTO","MESINI_EVENTO","ANOINI_EVENTO","MESFIM_EVENTO","ANOFIM_EVENTO","MESCOP","ANOCOP","Z","Latitude","Longitude"
"1263",451,"PROAGRO_MAIS","SUL","SANTA ROSA",9,303.25,11761.9,15162.53,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",5,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.775721466008641,-27.87,-54.48
"1264",468,"PROAGRO_MAIS","SUL","SANTA ROSA",8,267.93,11382.78,13396.33,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,10,2014,"CHUVA EXCESSIVA",9,2014,9,2014,10,2014,0.849693908704847,-27.87,-54.48
"1265",600,"PROAGRO_MAIS","SUL","SANTA ROSA",4,222.31,8800.54,11115.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"VENTO FORTE",12,2014,1,2015,1,2015,0.791742987206938,-27.87,-54.48
"1266",607,"PROAGRO_MAIS","SUL","SANTA ROSA",7,235.86,8704.18,11793.08,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",5,2014,6,2014,10,2014,10,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.73807521020802,-27.87,-54.48
"1267",618,"PROAGRO_MAIS","SUL","SANTA ROSA",6.1,279.74,8573.23,13986.84,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,11,2014,1,2015,0.612949744188108,-27.87,-54.48
"1268",677,"PROAGRO_MAIS","SUL","SANTA ROSA",5.5,253.43,7798.47,12671.68,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.615425105431955,-27.87,-54.48
"1269",755,"PROAGRO_MAIS","SUL","SANTA ROSA",9,358,6781.87,17900,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,4,2015,4,2015,"VENTO FRIO",1,2015,1,2015,1,2015,0.378875418994413,-27.87,-54.48
"1270",857,"PROAGRO_MAIS","SUL","SANTA ROSA",4.2,164.09,5735.39,8204.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,11,2014,4,2015,4,2015,"SECA?????????????????????????????????????????",3,2015,3,2015,4,2015,0.699062698064453,-27.87,-54.48
"1271",892,"PROAGRO_MAIS","SUL","SANTA ROSA",5,167.15,5429.37,8357.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,2,2015,2,2015,"VENTO FORTE",1,2015,1,2015,1,2015,0.64964821595233,-27.87,-54.48
"1272",1212,"PROAGRO_MAIS","SUL","SANTA ROSA",6,225.96,3283.77,11297.69,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.290658532850521,-27.87,-54.48
"1273",1576,"PROAGRO_MAIS","SUL","SANTA ROSA",16,498.28,371.67,24914.08,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.0149180704244347,-27.87,-54.48
"1274",131,"PROAGRO_MAIS","SUL","SANTO ANGELO",20,872.14,26792.23,43607.16,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,10,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.614399791226945,-28.29,-54.26
"1275",208,"PROAGRO_MAIS","SUL","SANTO ANGELO",30,1129.71,20691.42,56485.25,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,10,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.36631545403446,-28.29,-54.26
"1276",354,"PROAGRO_MAIS","SUL","SANTO ANGELO",12,524,14890.22,26200,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.568329007633588,-28.29,-54.26
"1277",356,"PROAGRO_MAIS","SUL","SANTO ANGELO",9,358,14859.57,17900,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.830143575418994,-28.29,-54.26
"1278",428,"PROAGRO_MAIS","SUL","SANTO ANGELO",9,368.82,12466.89,18441.16,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.676036106188548,-28.29,-54.26
"1279",434,"PROAGRO_MAIS","SUL","SANTO ANGELO",18,597.02,12221.89,29851,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,11,2014,11,2014,"SECA?????????????????????????????????????????",10,2014,11,2014,12,2014,0.409429834846404,-28.29,-54.26
"1280",476,"PROAGRO_MAIS","SUL","SANTO ANGELO",9.6,360.34,11172.68,18017.47,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,11,2014,11,2014,0.620102600420592,-28.29,-54.26
"1281",1106,"PROAGRO_MAIS","SUL","SANTO ANGELO",2,95.76,3901.02,4788.01,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.814747671788488,-28.29,-54.26
"1282",1215,"PROAGRO_MAIS","SUL","SANTO ANGELO",5,126.95,3270.99,6347.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.515319417093344,-28.29,-54.26
"1283",1236,"PROAGRO_MAIS","SUL","SANTO ANGELO",12,522.4,3161.78,26120,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.121048238897397,-28.29,-54.26
"1284",1316,"PROAGRO_MAIS","SUL","SANTO ANGELO",2,79.55,2660.11,3977.57,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.668777670788949,-28.29,-54.26
"1285",1333,"PROAGRO_MAIS","SUL","SANTO ANGELO",5,126.95,2570.98,6347.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.40503820401733,-28.29,-54.26
"1286",1400,"PROAGRO_MAIS","SUL","SANTO ANGELO",2,75.82,2140.5,3791.26,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,7,2015,8,2015,"SECA?????????????????????????????????????????",3,2015,3,2015,3,2015,0.564588026144343,-28.29,-54.26
"1287",1508,"PROAGRO_MAIS","SUL","SANTO ANGELO",2,75.07,1281.68,3753.64,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.341449899297748,-28.29,-54.26
"1288",1600,"PROAGRO_MAIS","SUL","SANTO ANGELO",10,200,355,10000,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,4,2015,"SECA?????????????????????????????????????????",2,2015,2,2015,3,2015,0.0355,-28.29,-54.26
"1289",94,"PROAGRO_MAIS","SUL","SANTO ANTONIO DAS MISSOES",15,718.2,30432.19,35910,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.847457254246728,-28.51,-55.22
"1290",165,"PROAGRO_MAIS","SUL","SANTO ANTONIO DAS MISSOES",40,1130.16,23131.17,56508,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"GRANIZO",11,2014,11,2014,1,2015,0.409343278827777,-28.51,-55.22
"1291",598,"PROAGRO_MAIS","SUL","SANTO ANTONIO DO PALMA",10,329.55,8831.61,16477.58,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,11,2014,0.535977370463381,-28.49,-52.02
"1292",105,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",20,830,29542.86,41500,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.711876144578313,-27.85,-53.77
"1293",192,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",5,270.93,21645.73,13546.68,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,1.59786235446619,-27.85,-53.77
"1294",400,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",5,299.25,13031.66,14962.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.870954720133667,-27.85,-53.77
"1295",494,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",4,232.43,10683.51,11621.64,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.919277313700992,-27.85,-53.77
"1296",513,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",4,239.4,10296.89,11970,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.860224728487886,-27.85,-53.77
"1297",725,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",3,153.3,7126.86,7665,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.929792563600783,-27.85,-53.77
"1298",831,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",2,119.7,5955.76,5985,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.995114452798663,-27.85,-53.77
"1299",843,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",2,119.7,5864.62,5985,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.979886382623225,-27.85,-53.77
"1300",905,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",2,119.7,5326.02,5985,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.889894736842105,-27.85,-53.77
"1301",922,"PROAGRO_MAIS","SUL","SANTO AUGUSTO",2,104.3,5143.12,5215,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.986216682646213,-27.85,-53.77
"1302",1458,"PROAGRO_MAIS","SUL","SANTO CRISTO",3,103.7,1737.53,5184.86,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,1,2015,1,2015,"VENTO FORTE",1,2015,1,2015,1,2015,0.335116087994661,-27.82,-54.66
"1303",7,"PROAGRO_MAIS","SUL","SAO BORJA",35.75,792.67,61404.53,79267.2,"ARROZ","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Irrigadas",11,2014,11,2014,3,2015,3,2015,"CHUVA EXCESSIVA",1,2015,1,2015,1,2015,0.774652441362884,-28.66,-56
"1304",21,"PROAGRO_MAIS","SUL","SAO GABRIEL",66.37,1069.86,51241.02,106985.74,"ARROZ","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Irrigadas",11,2014,11,2014,3,2015,4,2015,"CHUVA EXCESSIVA",12,2014,1,2015,1,2015,0.478951867790978,-30.33,-54.32
"1305",432,"PROAGRO_MAIS","SUL","SAO GABRIEL",30,597.05,12264.21,59705.2,"ARROZ","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Irrigadas",11,2014,11,2014,3,2015,4,2015,"CHUVA EXCESSIVA",12,2014,1,2015,1,2015,0.205412761367519,-30.33,-54.32
"1306",1101,"PROAGRO_MAIS","SUL","SAO JERONIMO",9.79,201.65,3940.22,10082.48,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",1,2015,1,2015,7,2015,7,2015,"SECA?????????????????????????????????????????",3,2015,3,2015,4,2015,0.390798692385207,-29.95,-51.72
"1307",1635,"PROAGRO_MAIS","SUL","SAO JERONIMO",3,105.52,230.34,10552.42,"ARROZ","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Irrigadas",10,2014,11,2014,2,2015,3,2015,"CHUVA EXCESSIVA",12,2014,12,2014,1,2015,0.0218281683253699,-29.95,-51.72
"1308",144,"PROAGRO_MAIS","SUL","SAO JOAO DA URTIGA",20,566.55,25624.11,28327.6,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,9,2014,11,2014,0.904563394004434,-27.82,-51.82
"1309",235,"PROAGRO_MAIS","SUL","SAO JOAO DA URTIGA",15,461.29,19518.91,23064.7,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",7,2014,7,2014,11,2014,0.846267673110858,-27.82,-51.82
"1310",893,"PROAGRO_MAIS","SUL","SAO JOAO DA URTIGA",4,128.43,5426.84,6421.69,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,11,2014,11,2014,"CHUVA EXCESSIVA",8,2014,8,2014,11,2014,0.845079722004644,-27.82,-51.82
"1311",1118,"PROAGRO_MAIS","SUL","SAO JOAO DA URTIGA",15,284.65,3847.79,14232.45,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.270353312325004,-27.82,-51.82
"1312",648,"PROAGRO_MAIS","SUL","SAO JORGE",6,208.3,8128.91,10415.13,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,11,2014,0.780490497958259,-28.49,-51.7
"1313",939,"PROAGRO_MAIS","SUL","SAO JORGE",7,322,4990.94,16100,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,12,2014,1,2015,6,2015,"GRANIZO",2,2015,2,2015,3,2015,0.309996273291925,-28.49,-51.7
"1314",186,"PROAGRO_MAIS","SUL","SAO JOSE DAS MISSOES",12,589.6,22040.89,29480,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"CHUVA EXCESSIVA",1,2015,2,2015,2,2015,0.747655698778833,-27.78,-53.12
"1315",789,"PROAGRO_MAIS","SUL","SAO JOSE DO INHACORA",4,186.94,6390.17,9346.9,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.683667312156972,-27.72,-54.12
"1316",1113,"PROAGRO_MAIS","SUL","SAO JOSE DO INHACORA",5.92,227.65,3864.65,11382.38,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.339529167010766,-27.72,-54.12
"1317",1194,"PROAGRO_MAIS","SUL","SAO JOSE DO INHACORA",2,88.6,3391.37,4429.97,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,2,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.765551459716431,-27.72,-54.12
"1318",1313,"PROAGRO_MAIS","SUL","SAO JOSE DO INHACORA",2.3,69,2677.5,3450,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.776086956521739,-27.72,-54.12
"1319",276,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",16,521.18,17843.17,26058.96,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,1,2015,6,2015,7,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.684723028087076,-31.36,-51.97
"1320",352,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",9.5,316.85,14983.49,15842.93,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,1,2015,5,2015,6,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,3,2015,0.945752458667683,-31.36,-51.97
"1321",360,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",9.5,316.85,14731.32,15842.93,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,3,2015,0.929835579656036,-31.36,-51.97
"1322",460,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",8,266.83,11572.49,13341.42,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,11,2014,5,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.867410665431416,-31.36,-51.97
"1323",510,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",10,336.02,10391.58,16800.75,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,12,2014,5,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,4,2015,0.61851881612428,-31.36,-51.97
"1324",615,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",9,300.18,8600.51,15009.09,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,12,2014,4,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.573020083162937,-31.36,-51.97
"1325",850,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",6,146.91,5766.58,7345.59,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,1,2015,5,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.785039731321786,-31.36,-51.97
"1326",854,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",4.82,144.95,5750.92,7247.12,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,3,2015,0.793545573965934,-31.36,-51.97
"1327",906,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",4,133.58,5315.43,6679.26,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,5,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,3,2015,0.795811212619362,-31.36,-51.97
"1328",919,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",8.5,257.82,5170.48,12890.97,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,4,2015,0.401093168318598,-31.36,-51.97
"1329",928,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",6,200.13,5090.36,10006.06,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,5,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.50872771100713,-31.36,-51.97
"1330",1018,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",7.5,250.15,4414.49,12507.58,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,1,2015,5,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.352945174046458,-31.36,-51.97
"1331",1043,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",3,94.69,4284.28,4734.55,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,6,2015,7,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,3,2015,0.904896980705664,-31.36,-51.97
"1332",1111,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",9.5,316.85,3872.9,15842.93,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,6,2015,6,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,4,2015,0.244456044431175,-31.36,-51.97
"1333",1164,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",4,111.12,3572.91,5556.09,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,3,2015,0.643061937441618,-31.36,-51.97
"1334",1204,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",3.5,97.28,3320.19,4864.07,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,3,2015,0.682595028443258,-31.36,-51.97
"1335",1282,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",4,133.41,2881.45,6670.71,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,3,2015,0.43195551897774,-31.36,-51.97
"1336",1341,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",6,181.99,2516.58,9099.51,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,1,2015,5,2015,5,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.276562144555036,-31.36,-51.97
"1337",1355,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",4.8,160.3,2408.49,8015.11,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,1,2015,4,2015,6,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,3,2015,0.300493692538218,-31.36,-51.97
"1338",1362,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",7,194.57,2366.82,9728.15,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,5,2015,5,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,3,2015,0.243296001809183,-31.36,-51.97
"1339",1396,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",4.5,150.09,2153.86,7504.54,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,5,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.287007598067303,-31.36,-51.97
"1340",1427,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",3,73.45,1914.12,3672.79,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,2,2015,3,2015,8,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,3,2015,0.52116238608796,-31.36,-51.97
"1341",1443,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",4.65,141.04,1831.83,7052.11,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,1,2015,4,2015,6,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,4,2015,0.259756299887551,-31.36,-51.97
"1342",1612,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",7,210.49,348.4,10524.86,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,5,2015,6,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,4,2015,0.0331025780865494,-31.36,-51.97
"1343",1670,"PROAGRO_MAIS","SUL","SAO LOURENCO DO SUL",12,350.28,125,17514,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,12,2014,6,2015,7,2015,"SECA?????????????????????????????????????????",1,2015,3,2015,3,2015,0.00713714742491721,-31.36,-51.97
"1344",526,"PROAGRO_MAIS","SUL","SAO LUIZ GONZAGA",7,263.35,9899.78,13167.48,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.751835582814631,-28.4,-54.96
"1345",724,"PROAGRO_MAIS","SUL","SAO LUIZ GONZAGA",6,225.56,7153.78,11277.78,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.634325195206858,-28.4,-54.96
"1346",942,"PROAGRO_MAIS","SUL","SAO LUIZ GONZAGA",5,183.08,4965.47,9153.75,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.542452000546224,-28.4,-54.96
"1347",978,"PROAGRO_MAIS","SUL","SAO LUIZ GONZAGA",3,115.7,4655.37,5784.75,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"VENTO FORTE",1,2015,1,2015,1,2015,0.804765979515104,-28.4,-54.96
"1348",1368,"PROAGRO_MAIS","SUL","SAO LUIZ GONZAGA",2,56.57,2316.2,2828.37,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.818916902668321,-28.4,-54.96
"1349",1594,"PROAGRO_MAIS","SUL","SAO LUIZ GONZAGA",6,224.22,355.14,11211.09,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.0316775621282141,-28.4,-54.96
"1350",86,"PROAGRO_MAIS","SUL","SAO MARTINHO",30,1200,32167.47,60000,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,11,2014,4,2015,4,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,4,2015,0.5361245,-27.7,-53.96
